% Model:              Tmax38_Nu_0.9.mph
% Version:            COMSOL 5.2.0.166
% Date:               Jun 16 2017, 10:58
% Dimension:          2
% Nodes:              4413
% Expressions:        5
% Description:        Velocity field, r component, Velocity field, z component, Temperature, Dependent variable S, Vorticity field, phi component
% Length unit:        m
% r                       z                        u @ t=0.055              w @ t=0.055              T @ t=0.055              S @ t=0.055              spf.vorticityphi @ t=0.055
0.4799999999999999        0                        0                        0                        -0.11353632144232965     0.989020962153243        -4200.840467744534
0.5                       0                        0                        0                        -0.11377437257695416     0.9887041954371676       -2008.8470018707503
0.4800000000000001        0.0041666666666666675    -16.454530292429695      -0.9293152892793125      -0.11352599861212295     0.9887929737080918       -3708.310150989777
0.5                       0.004166666666666665     -8.152708077764373       -0.7919447773004977      -0.11376495157735605     0.9886128398001889       -1910.709472987974
0.45999999999999985       0                        0                        0                        -0.11335080403489758     0.9895258506543239       -6844.009222620807
0.45999999999999996       0.004166666666666668     -26.327479792111845      -0.958985236400632       -0.11334316713738193     0.9891377641172516       -5791.181282695401
0.4399999999999998        0                        0                        0                        -0.11312961257819654     0.9902926476134092       -9040.808071050611
0.43999999999999984       0.004166666666666669     -34.52831659225056       -0.34711102894903934     -0.113130099065196       0.9897609987211973       -7462.608366201893
0.4199999999999997        0                        0                        0                        -0.11274541729920227     0.9912960560383656       -8874.964303361077
0.4199999999999997        0.0041666666666666675    -34.12773823260723       0.812352292269905        -0.11275702979766816     0.9907358651821514       -7433.592804681233
0.39999999999999963       0                        0                        0                        -0.11212626436222581     0.992305495740361        -6182.511907057898
0.3999999999999996        0.0041666666666666675    -24.311213118959667      1.3999108686564654       -0.1121431784617759      0.9919090180149901       -5488.719646446308
0.37999999999999956       0                        0                        0                        -0.11135244256126595     0.9930531214457952       -3066.504894347874
0.37999999999999945       0.0041666666666666675    -12.660615749727683      1.1507095652466086       -0.11136763373461131     0.9928906733645715       -3050.7320396699065
0.3599999999999995        0                        0                        0                        -0.11054189933852934     0.993515085482463        -958.49998960115
0.35999999999999954       0.0041666666666666675    -4.57172175334746        0.7022286962952821       -0.11055428705214704     0.9935057156382089       -1255.805604104292
0.3399999999999994        0                        0                        0                        -0.10976621217236981     0.9937817386292942       308.8071289277191
0.33999999999999947       0.004166666666666667     0.35736022439058596      0.39716461222516314      -0.10977623812547986     0.9938630449450874       -149.73946212991095
0.31999999999999934       0                        0                        0                        -0.10909075716400578     0.9939220488756806       842.2207106411831
0.31999999999999934       0.0041666666666666675    2.486771041219271        0.004433628174292048     -0.10909920593600893     0.9940615802612518       317.5893430982419
0.29999999999999927       0                        0                        0                        -0.10853831897683114     0.9939796542875734       339.1250186074345
0.29999999999999927       0.004166666666666668     0.786490868694439        -0.34852316172508274     -0.10854630794368134     0.9941516225061937       27.743689578851367
0.2799999999999992        0                        0                        0                        -0.10806827478787571     0.9939827020276063       -666.8152997476388
