% Model:              Tmax38_Nu_0.9.mph
% Version:            COMSOL 5.2.0.166
% Date:               Jun 16 2017, 11:03
% Dimension:          2
% Nodes:              4413
% Expressions:        5
% Description:        Velocity field, r component, Velocity field, z component, Temperature, Dependent variable S, Vorticity field, phi component
% Length unit:        m
% r                       z                        u @ t=0.14               w @ t=0.14               T @ t=0.14               S @ t=0.14               spf.vorticityphi @ t=0.14
0.4799999999999999        0                        0                        0                        -0.24394812256101134     0.991677937911581        138.77189674994844
0.5                       0                        0                        0                        -0.24497463926950502     0.9914761920026368       -317.61272495027697
0.4800000000000001        0.0041666666666666675    0.02196775015221193      0.09879751090436154      -0.2439613691350035      0.9919344351384405       -139.7455418481855
0.5                       0.004166666666666665     -1.851002425106069       0.3215713099735673       -0.2449906310004653      0.9916727885406406       -585.5927371384239
0.45999999999999985       0                        0                        0                        -0.24313182935885078     0.9918143426566135       122.42140161780641
0.45999999999999996       0.004166666666666668     0.04330847748932339      -0.07451277222021005     -0.24314424827276254     0.9920973515112775       -109.69102422834902
0.4399999999999998        0                        0                        0                        -0.24245306338009576     0.9919265481647366       -230.1318217837937
0.43999999999999984       0.004166666666666669     -1.2330513616378764      -0.16514030032231364     -0.2424648061459093      0.9922062473700946       -363.1025201594965
0.4199999999999997        0                        0                        0                        -0.24187232604269107     0.9920374132993199       -700.5669113788366
0.4199999999999997        0.0041666666666666675    -2.9797610980965312      -0.16753964264540236     -0.24188294823705758     0.9922911790352086       -726.780333345419
0.39999999999999963       0                        0                        0                        -0.24137114467751572     0.9921543901351414       -1121.295101839015
0.3999999999999996        0.0041666666666666675    -4.569603082280433       -0.12530453960386992     -0.24138031931572712     0.9923711477307258       -1068.5421930577145
0.37999999999999956       0                        0                        0                        -0.2409384846566618      0.9922741423062773       -1433.916889963988
0.37999999999999945       0.0041666666666666675    -5.776344448712133       -0.07331533424427644     -0.24094618605255713     0.9924540971030642       -1334.9464638706497
0.3599999999999995        0                        0                        0                        -0.2405633159951845      0.9923876393121448       -1635.7287795579036
0.35999999999999954       0.0041666666666666675    -6.579665353976512       -0.03263544522816911     -0.24056974513839        0.9925390125789095       -1520.330645750765
0.3399999999999994        0                        0                        0                        -0.24023223373318875     0.9924840368053558       -1797.6750874280551
0.33999999999999947       0.004166666666666667     -7.227779534954338       -0.034034614238039274    -0.2402377868119942      0.9926172978220618       -1673.8563407790846
0.31999999999999934       0                        0                        0                        -0.23992742401592182     0.9925565456849843       -2022.9828391302826
0.31999999999999934       0.0041666666666666675    -8.091117367313592       -0.04747083762740863     -0.2399326191350038      0.9926805167666524       -1860.6969023091697
0.29999999999999927       0                        0                        0                        -0.23962624919646863     0.9926062492586347       -2261.3177439496553
0.29999999999999927       0.004166666666666668     -8.9864614408634         -0.01975742884154066     -0.23963155048112453     0.9927246804965908       -2047.454993824383
